Age,Workclass,Education,Marital-status,Occupation,Relationship,Race,Gender,Hours-per-week,Native-country,Income,Encoded_Salary
35,Federal-gov,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
32,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,United-States,>50K,1
23,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Not-in-family,White,Female,25,United-States,<=50K,0
31,Private,Less than Bachelor's,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,0
33,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,Black,Male,55,United-States,<=50K,0
41,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Not-in-family,White,Female,48,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,<=50K,0
46,Private,Less than Bachelor's,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,1
61,Federal-gov,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,0
30,Private,Less than Bachelor's,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,0
42,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,1
63,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0
26,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
42,Private,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0
25,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,0
30,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,32,El-Salvador,>50K,1
23,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,0
34,Self-emp-not-inc,Bachelor's Degree,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,>50K,1
30,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,48,United-States,<=50K,0
39,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
30,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Other-relative,White,Male,38,Puerto-Rico,<=50K,0
38,Local-gov,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,0
26,Private,Less than Bachelor's,Divorced,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0
24,Private,Bachelor's Degree,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0
42,Self-emp-inc,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,1
51,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,84,Vietnam,<=50K,0
56,Local-gov,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K,1
22,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0
52,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,0
44,Private,Bachelor's Degree,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,>50K,1
34,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K,0
51,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,42,United-States,>50K,1
19,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Female,25,United-States,<=50K,0
37,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
68,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,>50K,1
22,Private,Less than Bachelor's,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,0
56,Self-emp-inc,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
37,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
52,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,0
26,Private,Less than Bachelor's,Separated,Handlers-cleaners,Own-child,White,Male,40,Puerto-Rico,<=50K,0
33,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0
45,Local-gov,Master's Degree,Divorced,Prof-specialty,Unmarried,White,Female,42,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K,0
43,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,1
18,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K,0
57,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
41,Private,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,White,Female,42,United-States,<=50K,0
34,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
19,Private,Less than Bachelor's,Never-married,Sales,Unmarried,White,Female,40,United-States,<=50K,0
44,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Female,55,Dominican-Republic,<=50K,0
56,Private,Less than Bachelor's,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K,0
36,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,<=50K,0
48,Private,Bachelor's Degree,Divorced,Exec-managerial,Unmarried,White,Female,48,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,1
33,Private,Bachelor's Degree,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
31,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K,0
39,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,1
66,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
27,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K,1
39,Private,Less than Bachelor's,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,>50K,1
59,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,1
26,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,0
31,Private,Bachelor's Degree,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K,0
36,Local-gov,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0
34,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Wife,White,Female,12,United-States,>50K,1
32,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,84,United-States,>50K,1
37,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,United-States,>50K,1
33,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,0
50,Self-emp-not-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,1
32,Federal-gov,Less than Bachelor's,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,0
35,Private,Bachelor's Degree,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,0
37,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
44,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K,0
57,Private,Less than Bachelor's,Divorced,Handlers-cleaners,Other-relative,White,Male,25,United-States,<=50K,0
29,Local-gov,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0
55,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,1
43,Self-emp-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K,1
43,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,<=50K,0
45,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,1
33,Self-emp-not-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,<=50K,0
26,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Female,40,Germany,<=50K,0
23,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,68,United-States,<=50K,0
41,Private,Less than Bachelor's,Separated,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K,0
24,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
47,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,<=50K,0
34,Self-emp-not-inc,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,45,United-States,<=50K,0
40,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
28,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,South,<=50K,0
23,Private,Less than Bachelor's,Never-married,Craft-repair,Other-relative,White,Male,15,United-States,<=50K,0
43,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K,1
26,Private,Bachelor's Degree,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0
58,Self-emp-not-inc,Doctorate Degree,Married-AF-spouse,Exec-managerial,Wife,White,Female,35,United-States,>50K,1
52,Private,Less than Bachelor's,Widowed,Adm-clerical,Unmarried,Black,Female,35,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,>50K,1
47,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,35,Columbia,<=50K,0
49,Private,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,Black,Female,37,United-States,<=50K,0
40,Private,Less than Bachelor's,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0
62,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0
49,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,1
50,Private,Bachelor's Degree,Divorced,Prof-specialty,Other-relative,White,Female,50,United-States,>50K,1
31,Private,Less than Bachelor's,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,<=50K,0
48,Local-gov,Master's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,0
37,Private,Less than Bachelor's,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,60,United-States,<=50K,0
45,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,Japan,>50K,1
36,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,India,<=50K,0
45,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
41,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Tech-support,Other-relative,White,Female,20,United-States,<=50K,0
17,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,0
43,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,65,United-States,<=50K,0
35,Private,Less than Bachelor's,Never-married,Transport-moving,Own-child,White,Male,55,United-States,<=50K,0
38,Private,Bachelor's Degree,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0
28,Private,Less than Bachelor's,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0
38,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,>50K,1
36,Private,Less than Bachelor's,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,1
19,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,70,United-States,<=50K,0
42,Federal-gov,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,<=50K,0
50,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,1
30,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,United-States,<=50K,0
37,State-gov,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,40,Cambodia,<=50K,0
54,Self-emp-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
52,Self-emp-inc,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0
25,Private,Less than Bachelor's,Never-married,Tech-support,Other-relative,White,Male,40,United-States,<=50K,0
24,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,0
26,Private,Bachelor's Degree,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0
39,Private,Less than Bachelor's,Separated,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K,1
59,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0
47,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,45,United-States,<=50K,0
64,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Other-service,Own-child,Other,Male,20,United-States,<=50K,0
32,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,>50K,1
26,Private,Less than Bachelor's,Never-married,Exec-managerial,Not-in-family,Black,Female,37,United-States,<=50K,0
62,Self-emp-not-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0
32,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K,1
45,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,0
31,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
32,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0
24,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0
41,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0
44,Private,Doctorate Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,1
40,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,0
27,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0
23,Private,Bachelor's Degree,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,Other,Male,40,United-States,<=50K,0
37,State-gov,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
65,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K,0
